fire_size;fire_size_class;fire_cause;state;discovery_year;discovery_month;distance_wstation_m;vegetation_type;Temp_pre_30;Temp_pre_15;Temp_pre_7;Temp_contained;Wind_pre_30;Wind_pre_15;Wind_pre_7;Wind_contained;Hum_pre_30;Hum_pre_15;Hum_pre_7;Hum_contained;Prec_pre_30;Prec_pre_15;Prec_pre_7;Prec_contained;remoteness
36775;G;Lightning;WA;2001;Jul;1.61E+16;15;2231161473;2328857143;2641104294;2184335664;419183056;4250453172;4772151899;4133283133;4152359209;3695468278;3056962025;3581325301;4.3;2.3;0;3.4;0.151698786
5785;G;Lightning;WA;2001;Jul;3502214165;15;2231161473;2328857143;2641104294;2184335664;419183056;4250453172;4772151899;4133283133;4152359209;3695468278;3056962025;3581325301;4.3;2.3;0;3.4;0.156354735
1;B;Equipment Use;NY;2001;Jul;528483326;15;1879791976;2062048193;2212903226;1625944171;3313646532;3.28E+16;3757627119;3.51E+16;6270379747;6102659574;641509434;6830144928;18.2;16.1;14.8;25.1;0.066614674
4506;F;Lightning;NV;2001;Jul;8467196815;14;2095403509;2152337963;2144174757;2125029586;5.02E+16;4543735225;37335;364702381;2719621749;3353191489;39.98;4015662651;15.4;14.8;7.2;20.4;0.444906348
4506;F;Lightning;NV;2001;Jul;8467196815;14;2095403509;2152337963;2144174757;2125029586;5.02E+16;4543735225;37335;364702381;2719621749;3353191489;39.98;4015662651;15.4;14.8;7.2;20.4;0.050499959
2;B;Equipment Use;AR;2001;Jul;4.30E+16;16;2899084967;2925121294;2.88E+16;2544871001;2624538259;2.82E+16;3056069364;2696124865;6763502674;6560547945;6728488372;7634048257;14.3;11.2;11.2;220.3;0.244170888
133;D;Arson;ID;2001;Jul;281035617;9;2227421237;2279433962;2323367347;2315895197;4358892815;4111270983;3330569948;3636123348;3802476415;3695923261;3885492228;3751101322;9.5;1.3;1.3;0.6;0.419233313
3873.3;F;Lightning;ID;2001;Jul;2.30E+16;9;2078571429;21.87;2.35E+16;22;5471578947;5.61E+15;488125;4.31;3867368421;3952459016;328125;50.5;3.6;1;0;0;0.043527147
11;C;Children;OR;2001;Jul;2.88E+16;9;2273577332;2352162791;271253886;2605925926;2.57E+16;2496323529;2108152174;1.93E+16;4580074257;4631862745;3.93E+16;42.92;0.5;0.5;0;0;0.526023944
3;B;Arson;MS;2000;Jul;4724586455;12;2669757128;2578106509;2686837209;2722666667;2.33E+16;2237701613;240047619;2.26E+16;7050982659;7575402299;7594174757;680461361;121.1;99.1;36.2;30.8;0.198872436
30;C;Miscellaneous;LA;2000;Jul;5233788342;12;2962357955;2994318182;3084146341;2993352192;2325284091;2572159091;2906097561;2275247525;6340687679;6338793103;608902439;5877299703;34.4;33.6;0.8;1.3;0.240698706
13200;G;Lightning;MT;2000;Jul;7129898409;15;2066853147;2122752809;2002439024;1493162393;1760056259;1.64E+16;1.60E+16;1712643678;4391690141;4470985915;4.45E+16;5161095101;6.8;3.8;0;8.2;0.045674238
3130;F;Lightning;MT;2000;Jul;7319906312;15;2127679426;2206587112;2081948718;1455451264;2296411483;2273508353;2373333333;2376293622;4700359281;4676849642;4887692308;5676865672;3.4;3.4;3.4;61.3;0.049622754
10;C;Arson;AL;2000;Jul;5619793802;16;2759651475;2696103896;2841212121;2735175202;2122306525;2002608696;2168211921;2036349925;6755500821;7419935691;6853103448;6710213415;67.4;22.9;0;35.1;0.184708622
40;C;Lightning;SD;2000;Jul;8720555274;9;2259451659;2475449102;2496503497;2012091038;4.14E+15;3.89E+16;3.93E+16;5.41E+16;5985459941;5442598187;4975352113;541202346;34;1;0;4.2;0.315822636
14892.4;G;Miscellaneous;NV;2000;Jul;5366136427;15;2616123482;2626940419;2489938838;2380585586;3.03E+16;3148186528;2781605351;2552525253;3181741233;407940552;4487614679;3868852459;1.9;0.6;0;0;0.092817955
1.5;B;Lightning;FL;1999;Jul;503766736;12;2764250412;274754522;2705434783;266092545;2.05E+16;2.16E+16;2667391304;1617268041;7.65E+15;7770909091;7975543478;7311917098;79.4;30.4;30.4;8.2;0.142975458
10;C;Debris Burning;AR;1999;Jul;3.22E+16;16;295219973;3001263441;2982793296;2700295699;2.67E+16;2869086022;2708938547;2701209677;6849728997;6433243243;6873743017;6330769231;8.6;3.3;3.3;39.5;0.227084395
26;C;Equipment Use;TN;1999;Jul;6227911756;15;2796251673;2803448276;2720218579;2511898017;1878179384;2374535809;2107103825;2162889518;6757028112;6416180371;6697814208;5821671388;12.2;12.2;12.2;0;0.19833952
1.5;B;Lightning;OR;1996;Jul;308788033;9;2445458276;2349320652;2494821429;288125;2.02E+16;1935869565;1511904762;1.52E+16;4682578875;4780108992;4086309524;3820833333;30.4;21.2;0;0;0.518995615
3;B;Lightning;NJ;1993;Jul;6806810544;14;251673913;2570210526;2311333333;2497142857;3155434783;2612631579;1.86;2742857143;5994565217;5868421053;6513333333;7159006211;25.5;0.5;0;0;0.064797145
3023;F;Lightning;OR;2014;Jul;5760053671;4;2624516785;2567574553;2540862069;250340535;2322912424;234940239;2149137931;1956701031;4.20E+16;4162749004;4177155172;4441237113;5.2;4.6;4.6;32.2;0.169257548
3;B;Lightning;OR;2014;Jul;2058202375;9;2624516785;2567574553;2540862069;27959375;2322912424;234940239;2149137931;2075;4.20E+16;4162749004;4177155172;4315625;5.2;4.6;4.6;0;0.522421306
3073;F;Miscellaneous;ID;2014;Jul;3279909067;9;272660401;2593962704;2530054054;2671428571;4527192982;4416083916;412972973;3132653061;2886716792;3.36E+15;2852972973;3.44E+15;2.6;2.6;1.3;0;0.054639843
5498;G;Lightning;CA;2014;Jul;3044462988;15;2627573727;2548536585;2469310345;2577230321;3461232877;3626849315;3.03E+16;2864792899;3562739726;3504109589;3232369942;3434615385;3.3;1.5;0;0.3;0.163264639
4245;F;Lightning;ID;2013;Jul;3069949983;4;2341346667;2323243243;2292631579;2157575758;27412;2353783784;2442105263;2731818182;4.54E+16;4234324324;4269005848;4212878788;1.1;0.8;0.3;0;0.022323219
3290;F;Lightning;MT;2012;Jul;8585365995;15;2566757866;2526864865;2393678161;2322239583;3.82E+16;3571621622;3768390805;4088541667;4292202462;4707837838;4781609195;4582767624;16.5;8.4;4.9;11.2;0.034824776
9468;G;Lightning;MT;2012;Jul;7365523411;15;2566757866;2526864865;2393678161;2408927336;3.82E+16;3571621622;3768390805;3867474048;4292202462;4707837838;4781609195;4332638889;16.5;8.4;4.9;7.9;0.037737071
54.1;C;Lightning;WY;2010;Jul;1159327222;4;1973062262;2137368421;2158857143;2213043478;4860559796;3762796834;2994857143;2656521739;4304353393;4158355438;4357714286;4734782609;9.2;2.1;2.1;0;0.361575659
2755;F;Lightning;WA;2010;Jul;3.06E+16;9;2323540802;2499395604;2557965116;26.55;3.41E+16;3096703297;2104651163;4836666667;3951590595;362967033;3937790698;3693333333;3.1;1.1;1.1;0;0.481636951
1;B;Debris Burning;TX;2010;Jul;2781928185;15;2360598147;2533734694;2425689655;2528117978;5660388514;6096326531;5070689655;5147323944;7025111707;6164081633;6640517241;5.78E+15;407.4;1;1;119.9;0.318348407
2;B;Debris Burning;TX;2009;Jul;2340678031;16;2989647332;2822990741;2820575397;2968958333;2634941995;2481203704;2343849206;270125;5245769962;5896053898;6018358531;5373784159;91.1;88.1;68;11.2;0.28744882
10;C;Lightning;FL;2009;Jul;198869401;12;2.79E+16;2810879121;2823348416;2769026258;3.20E+16;2.75E+16;2706334842;2.90E+16;7226959248;7014285714;7105882353;7378173719;183.9;35.8;4.6;95.5;0.142951747
2.5;B;Lightning;WA;2009;Jul;4659807873;15;1406161616;1831313869;1959895833;2166354167;2665197429;2490997567;2.21E+16;2697916667;6980899908;6227493917;6527604167;5366666667;29.1;22.9;2.3;0;0.502363351
1;B;Lightning;NV;2008;Jul;4679588476;0;2281728045;2320520231;2323976608;22.28;3338243626;3566184971;3369005848;3.81E+16;2.19E+16;2279479769;1981871345;17.92;24.7;0.3;0.3;0;0.448473605
4;B;Railroad;NE;2007;Jul;4275235585;9;2437694205;2474206897;2491658291;2344538606;3.02E+16;3005747126;2575376884;2.81E+16;7161863354;7612354312;7788082902;8374729597;63.5;53.9;24.1;187;0.263150433
2;B;Missing/Undefined;SD;2007;Jul;1544186947;9;2515364512;2666584022;258375;2163717421;5.30E+16;5.5;5229166667;5256104252;4979889807;4817630854;4.68E+16;5505874126;34.4;32.3;4.3;46.6;0.330288753
50;C;Lightning;SD;2007;Jul;148715769;9;2515364512;2666584022;258375;2163717421;5.30E+16;5.5;5229166667;5256104252;4979889807;4817630854;4.68E+16;5505874126;34.4;32.3;4.3;46.6;0.327911534
3;B;Arson;AR;2006;Jul;5.83E+15;15;2707630923;2785498783;2632184466;2722828508;1256857855;1210705596;1.22E+16;1136859688;671289507;6613613861;7291457286;7291098266;53.8;41;35.4;62.7;0.240432069
7.1;B;Arson;GA;2006;Jul;71804.64;12;2896385542;2950802139;2955445545;2935990338;2.45E+16;2304278075;2355445545;2453381643;6503728814;639030303;64.8;6687887324;19.9;19.6;0;73.6;0.137124702
5;B;Debris Burning;TX;2005;Jul;8438864233;12;2761520737;2740487805;2823636364;2749204545;1.95E+16;1.55E+16;1648484848;1460795455;7545911215;7731421446;7116969697;7513402062;148.9;108.7;0.3;36.9;0.265855733
15.08;C;Debris Burning;GA;2004;Jul;1.52E+16;12;2718464951;2.68E+16;2732343234;2577733871;2205950266;2148943089;2091419142;1957903226;705044405;7040162602;7364686469;7.26E+15;48.2;23.8;10.6;380.8;0.151509727
15;C;Lightning;MT;2003;Jul;3801910721;15;2186486486;2301295337;2115957447;2448148148;3598648649;3.33E+16;342606383;4177777778;4.06E+16;442486911;5520108696;3.07E+16;10.2;9.9;9.9;0;0.419553041
1;B;Lightning;SD;2003;Jul;3644155126;15;2572396694;2621921922;2665734266;2466666667;4732396694;409009009;413006993;3833333333;4388870432;4607272727;3741843972;2804166667;25.7;17.8;11.7;0;0.329378898
9998;G;Lightning;MT;2003;Jul;1391494607;9;2414693295;2643977591;2541212121;2464583333;414978602;4060784314;3.51E+16;3985416667;4107471264;3734173669;3787272727;3494791667;7.5;1.6;0.3;0;0.06716215
1.5;B;Equipment Use;SC;2002;Jul;4800839386;16;2.83E+16;2917904328;2880576923;2675661914;2765303867;2.88E+16;3326923077;2607026477;6564451827;6306378132;6662019231;6839340886;1;1;1;193.6;0.127184404
11740;G;Lightning;SD;2001;Jul;2705187075;9;1966525424;2032957746;1964457831;2314545455;3231239936;3193910256;3.39E+16;3.23E+16;6199490662;5659609121;6239160839;5137419355;68.7;9.6;0;3.1;0.153248934
1000;F;Lightning;ID;2000;Jul;7213443781;9;1975453278;2019166667;2145833333;1882234957;1.98E+16;1736134454;1.58E+16;1583861671;4311657303;4401123596;3876506024;4504761905;4.3;3;0;3.8;0.438362148
7000;G;Lightning;ID;2000;Jul;7059981829;9;1975453278;2019166667;2145833333;1882234957;1.98E+16;1736134454;1.58E+16;1583861671;4311657303;4401123596;3876506024;4504761905;4.3;3;0;3.8;0.437956335
21487;G;Lightning;MT;2000;Jul;6.24E+16;15;1975453278;2019166667;2145833333;1882234957;1.98E+16;1736134454;1.58E+16;1583861671;4311657303;4401123596;3876506024;4504761905;4.3;3;0;3.8;0.041206051
26040;G;Lightning;ID;2000;Jul;7472577326;9;1975453278;2019166667;2145833333;1882234957;1.98E+16;1736134454;1.58E+16;1583861671;4311657303;4401123596;3876506024;4504761905;4.3;3;0;3.8;0.049634671
7000;G;Lightning;ID;2000;Jul;7059981829;9;1975453278;2019166667;2145833333;1882234957;1.98E+16;1736134454;1.58E+16;1583861671;4311657303;4401123596;3876506024;4504761905;4.3;3;0;3.8;0.047951409
4500;F;Lightning;WY;2000;Jul;3564150255;9;165528914;1730965909;1765060241;1632638889;3172198582;3.09E+16;2.91E+16;2955013928;4331676136;4126934097;3.93E+16;4263231198;5.4;1.3;1.3;8.2;0.064360361
46681;G;Lightning;MT;2000;Jul;6481786909;15;1905974395;2064534884;2195061728;185744382;3249922481;3228391167;3089261745;3087111111;4693929712;40829653;3563087248;4141832061;15.8;0.5;0;3;0.028500892
11;C;Lightning;SC;1999;Jul;4285718583;16;261784;2836155844;2940056497;2812916175;2337485714;2208571429;2638983051;2556198347;7714475271;7234725849;6826553672;6806333739;17.6;8.5;0.8;34.2;0.128929657
14;C;Debris Burning;TX;1999;Jul;4408267217;12;2724934037;2810614525;2912727273;2938997214;2706860158;264301676;2741818182;241908078;7490441176;7177448071;685308642;6100290276;67.7;0.3;0;28.9;0.249078324
2;B;Lightning;FL;1998;Jul;3266614245;12;2836662286;2832291667;2827173913;2797683924;3.40E+16;3075;2.77E+16;326852861;7670302234;77515625;7722826087;7525340599;15.3;5.6;5.6;84.2;0.167942687
12;C;Arson;LA;1998;Jul;7475293293;12;2881526104;2872752809;29.5;2714904459;233145917;2354494382;3.11E+16;1509044586;714679878;6978504673;7021965318;7474471545;34;29.2;29.2;48;0.226256358
1;B;Smoking;LA;1998;Jul;1967468449;12;2881526104;2872752809;29.5;2714904459;233145917;2354494382;3.11E+16;1509044586;714679878;6978504673;7021965318;7474471545;34;29.2;29.2;48;0.228060773
30;C;Equipment Use;AR;1998;Jul;4.79E+16;16;3038324176;3125364431;3226219512;2795594126;2948901099;3.13E+16;3704878049;2273965287;6214985163;571810089;5207926829;6947409733;29.3;0.3;0.3;82.5;0.23964777
4;B;Lightning;CA;1997;Jul;3413052232;15;2154404946;2257104558;2279428571;2127027027;2529984544;2.62E+16;2506285714;217972973;4529829985;4441286863;4377142857;4831081081;20;20;2;0;0.514733335
1;B;Lightning;CA;1993;Jul;6543901037;0;1774426003;1666748634;180011976;2219166667;1766390041;1760382514;1.71E+16;11375;4698616874;5291256831;5494011976;3733333333;1707;797;409;62;0.503759061
4812;F;Lightning;CA;2015;Jun;6992701379;15;2005640394;1974119171;1784171429;2076418109;2613853904;2615079365;2317647059;2439300135;4822559367;4201086957;3797515528;3592944369;29.8;7.9;0.8;6.8;0.148217372
68040.97;G;Lightning;CA;2015;Jun;5.52E+15;15;1492907743;1554131737;1594246575;1534043584;218476431;2.84E+16;2888732394;1903960396;8568659794;8228907923;8069668246;8766470588;3.9;0.3;0;0.3;0.186423979
6797.8;G;Lightning;CA;2015;Jun;5524112801;15;1492907743;1554131737;1594246575;1489487786;218476431;2.84E+16;2888732394;1798648649;8568659794;8228907923;8069668246;87.44;3.9;0.3;0;0.6;0.18643275
32496;G;Lightning;CA;2014;Jun;3770168288;15;260897712;2553770492;2366315789;2445465839;3474965612;3674309392;3.11E+16;3101007557;3592847318;3558563536;3600595238;3538790932;3.3;1.5;0;0.3;0.17841665
35129;G;Lightning;OR;2014;Jun;311044964;9;260897712;2553770492;2366315789;2445465839;3474965612;3674309392;3.11E+16;3101007557;3592847318;3558563536;3600595238;3538790932;3.3;1.5;0;0.3;0.168713031
13153;G;Lightning;CA;2014;Jun;7293331509;15;2359973753;2280126904;2.18E+16;2128776042;2632270916;2895384615;2609638554;2193386243;3345152722;3585641026;2957228916;4617460317;10.5;1.3;0;9.9;0.147026173
2.5;B;Miscellaneous;TX;2014;Jun;6532892326;12;3009644528;3121615023;3133515152;3189375;4128952292;4310234742;4279393939;5191666667;6365481759;6112018779;5944444444;5729166667;37.4;0.8;0;0;0.29465184
4733;F;Lightning;AK;2013;Jun;6059087669;0;1196938272;1394579125;1795459459;1337920792;2919588477;2784511785;2468648649;2964158416;8010737034;8042942346;7027567568;7581563126;77.3;21.5;0.5;19.9;0.695957906
1.1;B;Lightning;MT;2012;Jun;4838691408;15;2172368421;2200678733;2181144279;2332321429;2445380117;2.64E+16;27115;2523214286;4722339181;4867425968;41.67;3539285714;57.8;57.2;15.2;0;0.434816321
1;B;Miscellaneous;TX;2011;Jun;2667520819;12;3038636927;300618705;3031293532;3177029077;2.34E+16;2386810552;2.46E+16;2504171934;6199876084;6610791367;6627860697;5733249052;16.3;16;9.7;33;0.263417574
40;C;Debris Burning;AR;2010;Jun;2588373745;15;2774659864;2915012531;2881914894;2986264744;2.34E+16;2425313283;2368617021;2427522936;7298781973;7283797468;7250543478;6504095112;37.8;4.8;1;34.1;0.222710012
2.7;B;Lightning;MT;2009;Jun;9007578674;9;2079851088;2224031891;2259814815;2001428571;2492907801;2.42;3.17E+16;2692857143;4328250591;4190120482;4743523316;4214285714;20.6;2.2;1.6;0;0.435291244
5;B;Miscellaneous;TX;2008;Jun;2624120634;12;2.86E+16;2879975248;2933870968;2720472193;327680798;3027363184;3.66E+16;3.23E+16;6179026217;6220646766;5859782609;7168487395;72;62.4;2;99.7;0.266325953
40;C;Miscellaneous;TX;2008;Jun;3.12E+16;12;2.86E+16;2879975248;2933870968;2720472193;327680798;3027363184;3.66E+16;3.23E+16;6179026217;6220646766;5859782609;7168487395;72;62.4;2;99.7;0.267590151
10;C;Lightning;TX;2008;Jun;1222891316;12;2657819549;2778163265;2771010638;2700517241;4665413534;4213010204;4219148936;3.50E+16;5749685535;5246683673;5664893617;53825;47;6.6;2.3;25.2;0.33133383
2;B;Equipment Use;AR;2008;Jun;4824220813;16;2803196931;293359375;2983060109;2574550898;1.75E+16;1.76E+16;1626775956;1.92;6.13E+16;5646073298;5999453552;72229;11.6;6.3;6.3;168.5;0.230139992
1;B;Debris Burning;AR;2008;Jun;3.82E+16;0;2668104702;2755898876;2752419355;2511590172;2786669898;2458801498;2683467742;3.01E+16;7261128205;7238588008;7629436326;7677183513;46.1;6.1;6.1;82.1;0.214393917
10361;G;Powerline;WY;2008;Jun;2637957704;15;1347802503;1413083333;1519404762;1264243697;1393741307;1363888889;1452380952;1.42E+16;5201668985;5188333333;4593452381;50.5;5.1;4.6;0;11.9;0.051667376
5500;G;Debris Burning;ID;2008;Jun;8224310395;9;2075202285;2094319295;2102186879;2072143975;1645757865;1541609421;1.57E+16;1749450549;4073377863;4204911591;4204581673;4065251572;6.3;4.3;1.3;0.5;0.050727165
10;C;Debris Burning;TX;2008;Jun;5.40E+16;12;2771464968;2848696742;2866974359;2646425743;1030318471;1.07E+16;1.28E+16;1242673267;6629336735;6334170854;646185567;7678910891;11.4;3;0;58.7;0.243115684
12;C;Debris Burning;SC;2008;Jun;4134359865;16;25.78;2601818182;2582063492;2.48E+16;3090159046;3.00E+16;2470815451;3053043478;7368726823;7463069544;7668253968;7.85E+15;81.2;17.2;15.2;642;0.121948272
5;B;Equipment Use;SD;2007;Jun;4246704236;15;2642600243;2701948718;2663216374;2170295652;5183353584;5034615385;5142690058;4072434783;4592588092;489974359;4932748538;6410483042;25;19.3;15.5;71.6;0.326295978
851;E;Miscellaneous;ID;2007;Jun;6639716927;9;2495858311;2482345013;2520823529;2502916667;3.18E+16;3308625337;2.79E+16;1891666667;3712328767;4287804878;45.3;38375;0.8;0.8;0;0;0.441113708
3500;F;Lightning;SD;2006;Jun;1112029407;15;2424042553;2451479714;2547103825;2141779359;4.32E+16;4491169451;3983606557;408683274;4649429658;482294686;5073480663;560317662;10.2;8.9;3;43.2;0.15477073
3200;F;Missing/Undefined;KS;2006;Jun;2843920812;0;2793933589;2941111111;2865333333;3196666667;5179636835;5.23E+16;527247191;87375;5122987013;4702680965;4893220339;3895833333;13.7;1;1;0;0.31375671
4;B;Lightning;ND;2005;Jun;1.56E+16;15;2177608927;2108814969;1966954733;2025132743;4.42E+16;4104989605;3.34E+16;3665486726;6766702128;6727291667;7343801653;6436342857;168.5;70.3;54.1;144.8;0.300885226
4300;F;Lightning;NV;2005;Jun;3373002222;0;3435430917;3491304348;3171676301;31.56;3.19E+16;3.11E+16;2.95E+16;3.46;198495212;2757065217;3980346821;37.04;7.6;7.6;7.6;0;0.111499683
312;E;Lightning;AZ;2005;Jun;1184186542;15;3435430917;3491304348;3171676301;3197959184;3.19E+16;3.11E+16;2.95E+16;3.22E+16;198495212;2757065217;3980346821;3669387755;7.6;7.6;7.6;0;0.439658275
32774.5;G;Lightning;AK;2005;Jun;1270459144;0;1523498695;157232376;1640437158;14921875;2374804178;1934986945;1745901639;1754882813;7014893617;7058064516;6770621469;755483871;55.4;50;44.4;4.5;0.694604668
1;B;Missing/Undefined;TX;2005;Jun;4726694869;12;2728956311;2727470167;2777526882;2793275434;2.60E+16;2542004773;2.59E+16;2.61E+16;7264677223;74;69375;6877791563;72.5;35.9;3.3;178.2;0.250895364
16;C;Lightning;AZ;2005;Jun;4327463057;16;255729443;2617877238;2308244681;2195762712;340464191;3131713555;270212766;3.47E+16;3202387268;4405626598;5989893617;6394915254;17.6;17.6;17.6;10.2;0.416356392
3;B;Debris Burning;TX;2005;Jun;1832935526;12;2756206089;2722090261;2758522727;2862562814;3196487119;3.31E+16;3283522727;2712311558;7012991657;7334624697;6893181818;6561006289;142.6;114.9;0;12.9;0.265074806
45930.4;G;Lightning;AK;2005;Jun;2579858988;0;1505131195;1583465608;1682432432;1410985044;1628571429;1.58E+16;1549662162;18547705;7131843927;714148784;6844609665;757708082;0.3;0.3;0;41.7;0.753168655
2;B;Lightning;CA;2003;Jun;7243488775;15;2202263083;2421448468;2351204819;2708333333;261824611;2271309192;2003614458;1670833333;3701560284;4019327731;5033536585;34.25;6.7;6.7;6.7;0;0.502901753
1;B;Debris Burning;TX;2003;Jun;5.76E+16;12;2809089888;2849813084;2929521277;2936666667;412505618;447453271;4.75E+15;5244444444;7841588785;7665227818;7506593407;7355555556;131.2;34;0;0;0.282362521
0.8;B;Lightning;ID;2003;Jun;3734921818;9;1876642336;2048377581;1952287582;21125;1734452555;1491445428;1321568627;1.76E+16;5160895522;512191358;5691304348;5091666667;11.7;3.8;3.8;0;0.455122993
2;B;Equipment Use;MT;2003;Jun;5454045639;15;2502159624;268951049;25693;2377200903;373157277;3196037296;32725;2931376975;3167957746;3.13E+16;37.89;4146606335;12.4;10.2;9.2;53;0.404686763
2;B;Debris Burning;SC;2002;Jun;2771956001;16;2.69E+16;2748554913;271625;265028169;2428360414;2579479769;317625;2305915493;6736490683;6774695122;7095238095;6407142857;21.7;8.7;1.8;39.4;0.134328227
3906;F;Lightning;CO;2002;Jun;4715806388;14;2234620887;2128405797;20.1;2088095238;2.84E+16;289826087;286375;248452381;372074392;4482898551;456625;4348809524;27.8;27.8;18.4;5.8;0.148478999
14990;G;Lightning;WY;2001;Jun;3812806511;9;1954019746;2015449438;1926946108;23;3.26E+16;3.16E+16;3416326531;3.24E+16;6261945392;5758360656;6325352113;5199438202;71;9.6;0;3.1;0.149363402
3798;F;Lightning;WY;2001;Jun;5108870312;9;2310746812;233964497;2285542169;2627083333;4291767068;4192810458;428961039;5695238095;4976578411;44.25;5196710526;3547619048;2;2;2;0.8;0.148746253
4.5;B;Lightning;UT;2000;Jun;5.10E+16;0;2497916667;2623376623;2679487179;2588888889;3688888889;3911688312;3.51E+16;3377777778;2840277778;2407792208;2453846154;3177777778;5.8;3.3;0;0;0.395222951
23.5;C;Lightning;VA;1999;Jun;329206001;0;2416458333;2519253012;2597958115;2459494799;2021759259;1736626506;1959685864;1856909361;7529191797;7405384615;7178688525;6532784431;127.1;53.1;35.6;34.9;0.10884964
1.3;B;Lightning;SC;1999;Jun;7.05E+15;16;2599414414;2788071066;2956306818;2819066194;2349887387;2141624365;2459659091;2529905437;7785101311;7.34E+15;68.5;6783780488;20.6;10;0.8;34.2;0.132092196
18;C;Equipment Use;CA;1999;Jun;6.43E+15;0;1525593434;1519895288;152565445;1580409042;3.86E+16;3832984293;3994764398;3630785791;7654100529;7816402116;7914285714;7878140097;1;1;0;0.3;0.507616615
7;B;Debris Burning;AR;1999;Jun;2397650719;16;2783272962;2907734807;3.04E+16;2979875691;2674644243;2564364641;2.60E+16;2642541436;7340312094;688480663;6526946108;5591160221;76.4;0.5;0;6.9;0.243718885
22.2;C;Arson;GA;1998;Jun;2888749408;12;2944959128;2857819905;2867021277;2755602537;3753133515;3343601896;3761702128;2.85E+16;6665564738;7.28E+15;705106383;7063876652;114.8;95.5;55.6;39.2;0.131563243
8;B;Smoking;LA;1998;Jun;7109528732;12;3120266272;3140652819;3228289474;2892352941;3.20E+16;3198813056;3932894737;2040441176;6059878419;5933033033;5463815789;6875037594;35.3;6.4;6.4;174.5;0.235457787
18165;G;Lightning;ID;1996;Jun;2.42E+16;9;2519624161;2545096419;2815146199;2508888889;3331677852;3.26E+16;2890643275;3211111111;3333020134;3287327824;3013450292;5048148148;2.3;2.3;1.5;0.8;0.063410213
12641.2;G;Lightning;UT;1995;Jun;388702423;0;1823204381;1872816159;1876576838;1927174441;6820414802;6.92E+16;6.78E+15;6.71E+15;8083546712;8133409194;812046167;8110354501;834;200;200;0;0.121651219
80;C;Lightning;UT;1995;Jun;4167711886;0;1823204381;1872816159;1876576838;1921727382;6820414802;6.92E+16;6.78E+15;685735568;8083546712;8133409194;812046167;8117084168;834;200;200;0;0.43332546
2.2;B;Lightning;CO;1994;Jun;295931031;0;1751069519;1740406504;1842397661;1671666667;2601470588;2.12E+16;2253216374;1291666667;4993513514;5787811634;5899408284;6366666667;22;12;12;0;0.351709126
0.62;B;Lightning;GA;1993;Jun;8384993626;12;2923291667;2975611111;295125;29.35;2.73;2715277778;2541071429;4295833333;6705694444;6682222222;6925595238;5658333333;254.1;112.5;62.9;0;0.142330451
8871;G;Lightning;AZ;2014;Jun;1818178555;15;2058009889;2083151365;2173517588;1813177442;244144819;2.45E+16;217755102;2506815021;508125;49.5;4613265306;6042172073;43.2;9.9;7.4;19.4;0.169478443
577;E;Arson;CA;2013;Jun;5788947955;15;1218351064;1138971684;1103760446;1301119082;1.95E+16;1.93E+16;1.54E+16;1811286844;8776545842;8847046414;8902678571;8793898305;1.2;0.6;0;3.4;0.530367754
25;C;Lightning;SD;2010;Jun;2.51E+16;9;2258455882;2347591241;2309322917;246326087;4238235294;4098783455;4143229167;3514130435;6021204517;6073170732;6463350785;6664130435;47.1;30.9;23.3;21.1;0.321307296
13918;G;Equipment Use;CA;2010;Jun;2035182143;16;2879889655;2997322404;2872857143;28225;4951586207;4861748634;4832142857;5075;2382482759;2344535519;1755357143;145210084;1;1;0;0;0.096298023
12;C;Lightning;ID;2010;Jun;5220952155;4;2053945578;2128756757;2131404494;2208348624;3176734694;2870810811;3079213483;2980733945;4544959128;4514594595;4856179775;5879816514;0.5;0.5;0.5;9.9;0.426579566
64;C;Lightning;NM;2009;Jun;6760528274;16;2719699769;2786185102;264507109;26.35;3320374707;367087156;3009708738;2.99E+16;398077374;3680963303;4672330097;4096428571;123.8;82;79.8;0;0.37726273
4276;F;Lightning;AZ;2009;Jun;3256735383;0;2012740642;2054488189;2054393064;1776833977;2342379679;1970603675;1790751445;2235880829;4376005362;4846315789;5815697674;3738350785;32.1;27.4;25.6;11.2;0.163001916
1;B;Missing/Undefined;UT;2008;Jun;6.28E+15;0;2472284595;2483472585;2451052632;234356962;3018015666;2867624021;3.07E+16;2.95E+16;2844908616;3251436031;3836842105;3370050761;16.1;7.2;7.2;12.6;0.402117467
2;B;Miscellaneous;TX;2008;Jun;1826003247;12;2845883807;2840902613;2934054054;2724989518;3249192547;2894749403;3406557377;3278908709;6243532338;6494497608;5869945355;7125498426;72;67.7;2;99.7;0.26857373
1.35;B;Debris Burning;GA;2008;Jun;7272205485;12;2577781008;2640042105;2699333333;2538609703;2.40E+16;1696;2113333333;3043519189;7442490842;7342146597;7524479167;790893796;105.6;43.1;17.5;163.3;0.149235044
1.5;B;Lightning;SC;2007;Jun;7190164864;16;2592397849;2583517699;2543676471;2861709845;2.50E+16;2396222222;2197029703;2346315789;6887377584;6697104677;6276732673;6755154091;181.8;51.8;28.4;167.7;0.126940686
6000;G;Missing/Undefined;WA;2007;Jun;2.70E+16;9;2551997245;2558472222;2614107143;2625416667;3.10E+16;3.11E+16;3085119048;67375;4007713499;4119722222;3877380952;3658333333;2.1;0.8;0;0;0.127839033
