fire_size;fire_size_class;fire_cause;state;discovery_year;discovery_month;distance_wstation_m;vegetation_type;Temp_pre_30;Temp_pre_15;Temp_pre_7;Temp_contained;Wind_pre_30;Wind_pre_15;Wind_pre_7;Wind_contained;Hum_pre_30;Hum_pre_15;Hum_pre_7;Hum_contained;Prec_pre_30;Prec_pre_15;Prec_pre_7;Prec_contained;remoteness
81;C;Lightning;AZ;1999;Aug;3.05E+16;0;1706443299;1721938776;1583243243;1323505976;2467396907;2.45E+16;3235135135;1.91E+16;6418409426;6599029126;6455882353;6101716738;93.4;37.7;24.9;46.2;0.416821815
2;B;Debris Burning;MO;1999;Aug;3526504572;0;2525976562;2421030928;2594852071;1711349831;3101171875;2.79E+16;3.13E+16;3.15E+16;6.37E+16;6522807018;6158928571;6833903134;18.9;18.6;0;43.8;0.232808824
22;C;Arson;AL;1999;Aug;4.69E+16;16;2592685851;2513527981;2479476744;2161112412;163705036;1759124088;1.59E+16;2279623086;7.22E+15;7056511057;6535294118;6864311377;42.2;15.7;0;35.5;0.17309224
1;B;Miscellaneous;WA;1999;Aug;2.96E+16;15;1951742627;1898076923;1496022727;1488779804;3.73E+16;3886263736;4082954545;3701166181;4993775372;4483791209;5179545455;3795626822;14.8;1.5;1.5;0;0.470120536
7.1;B;Debris Burning;GA;1999;Aug;4262858806;12;2784428384;26.54;2711242604;235214876;2150459921;19624;2.01E+16;2901538462;6.69E+15;67192;576035503;6475217933;21.1;0.8;0;30.5;0.162571357
20;C;Arson;TN;1999;Aug;4582238469;15;2711178046;2667771739;2781165644;21746375;1867603748;1.94E+16;2265644172;25305;6102571042;5780939227;4991719745;6328263625;4.6;0.8;0;52.1;0.183033258
1;B;Debris Burning;TX;1999;Jul;4.14E+16;12;2742264151;2.86E+16;2963636364;2954705882;2901132075;3119680851;3.23E+16;2679264706;7507009346;7294357367;7125827815;6080621302;51;18.8;0.8;14.3;0.257394114
8000;G;Lightning;NV;1999;Jul;791450906;0;2512916667;2475555556;2600595238;2161805556;3465277778;3087222222;3.34E+16;3684722222;2058073654;2077464789;2215243902;3040559441;0.3;0.3;0.3;0;0.071140109
13325;G;Lightning;NV;1999;Jul;4.39E+16;14;2512916667;2475555556;2600595238;2161805556;3465277778;3087222222;3.34E+16;3684722222;2058073654;2077464789;2215243902;3040559441;0.3;0.3;0.3;0;0.081869533
5100;G;Lightning;AK;1999;Jun;4059564073;0;183018617;1789378238;1901136364;1598645598;2934840426;3.18E+16;3671022727;2631186441;5313107511;5684705882;4334375;6949473684;41.8;6.7;1.8;55.4;0.585710035
30;C;Arson;KY;1999;Jun;1151915694;0;2230010799;2331839323;2381361868;2446451943;1631857451;181987315;1.92E+16;170194274;7507065868;7600934579;8200913242;7544074074;61.8;36.1;25.7;68.8;0.139124665
5;B;Lightning;SC;1999;May;8387763725;16;22.19;2363829787;2432352941;2427163265;2.84E+16;2.78E+16;2451764706;283877551;6641359773;6212566845;6168823529;7672459016;22;5.1;1;45.6;0.130065735
1.4;B;Debris Burning;GA;1999;Mar;3848141373;16;1330557414;1486708075;1820787037;186331448;3034225195;2478674948;2221296296;3389705882;6421316166;6800906344;7068211921;6928106152;32.2;7.6;0;12.8;0.149215662
2;B;Arson;AL;1999;Mar;5049949909;16;1217229885;1400662252;1707971014;1808915789;2.96E+16;2.43E+16;2468115942;2.82E+16;6587392901;7077363184;7449418605;7162206573;120.4;60.3;24.2;50.4;0.172888605
80;C;Miscellaneous;NJ;1999;Mar;5.74E+15;15;6045691906;9488126649;1255813953;1147270306;4645347313;4.30E+15;3952325581;376551265;6036687307;6626129032;6124324324;6057716049;63.1;54;0.8;36.1;0.06168874
10;C;Equipment Use;FL;1999;Mar;9025567839;12;2037688442;2141791045;2263874346;2303540904;3.37E+16;3075124378;3.72E+16;3315384615;6913677812;7003963415;7028125;7.05E+15;20;18.5;0;6.7;0.127633441
5;B;Arson;AL;1999;Feb;6653605844;12;1447164948;1261177829;1492796209;1544412666;3481752577;3606928406;396492891;3697854954;7245283019;699973822;6980729167;7376693767;10;7.4;0;25.8;0.191858466
1.4;B;Debris Burning;AL;1999;Nov;3.04E+16;12;1523696682;149950495;1203370787;1176619718;2470921986;2540425532;3.04E+16;3.10E+16;6042241379;6167567568;4874137931;7040167364;7.9;7.9;0;31;0.176917602
4;B;Debris Burning;NC;1999;Nov;4135638894;16;1436706876;149166302;9650273224;1086073986;2.77E+16;2938596491;3321311475;3122634731;7073992674;7473660714;6032240437;7468599034;50;49.4;8.4;35.8;0.10197317
4;B;Debris Burning;TX;1999;Oct;1.60E+16;12;1871466314;1597911227;16.4;1639617834;2.03E+16;2049056604;2629508197;1.92;6470442478;5999315068;6499280576;6701207243;19.3;10.3;10;44.6;0.261617407
25;C;Arson;MO;1999;Oct;3833676094;0;1430907127;1267800926;1474711538;1142685905;343653217;3716121495;4690291262;4064476615;6304498715;5844810127;5896610169;6410012361;58.3;0.6;0.6;162;0.23246875
2;B;Equipment Use;MO;1999;Sep;5723558847;0;2034541063;1773059361;1669811321;1724271845;3319512195;3500930233;3858823529;38875;5171657754;5795698925;6091954023;502688172;24.4;21.9;11.2;10.9;0.228675729
1;B;Lightning;WA;1999;Sep;9764033623;15;1202194444;1130166667;9807228916;9.32E+15;271448468;3.05E+16;1.88E+16;3567213115;8184914463;814953271;8200680272;8258383234;2.1;2.1;0;35.9;0.50829381
8;B;Arson;TN;1999;Aug;7497260014;15;2706211513;2652581522;2754785276;2204855709;186854083;2025815217;2342331288;2489711418;6131664411;5884530387;5102547771;6255456853;4.6;4.6;0;52.1;0.187220492
1;B;Lightning;AR;1999;Aug;3432008264;16;2649438202;2558757062;2549390244;2073166369;0.977247191;104039548;108597561;0.861001789;6270266272;6264139942;6479487179;6897782258;23.9;13.8;0;18;0.243000276
7;B;Arson;KY;1999;Aug;4419539127;0;2226673889;2125154867;2162176471;1920972906;1678873239;1580309735;1539411765;2023164557;6887641866;684902507;639047619;6053877005;137.8;105.2;0;28.7;0.141950519
5;B;Equipment Use;TN;1999;Jul;8107610848;15;2690544379;2846582915;2919453552;2704203481;1684615385;1.65E+16;2101092896;1.85E+16;7761325301;7443669251;7091758242;6153991881;67.8;32.5;9.9;4.6;0.191481204
2;B;Equipment Use;LA;1999;Jul;3941936994;12;2.85E+16;2988023952;3084246575;2941374474;2335166425;2.58E+16;2689726027;2176297335;7283010432;6852852853;6444827586;6289158345;60.6;3.6;0;40;0.238808604
47626;G;Lightning;NV;1999;Jul;1033667313;0;2494036061;2462777778;2595833333;2231547619;3.47E+16;3140277778;324047619;366547619;2029545455;2049014085;2146341463;295748503;0.3;0.3;0.3;0;0.469085367
47626;G;Lightning;NV;1999;Jul;1033667313;0;2494036061;2462777778;2595833333;2231547619;3.47E+16;3140277778;324047619;366547619;2029545455;2049014085;2146341463;295748503;0.3;0.3;0.3;0;0.065948989
231389;G;Lightning;NV;1999;Jul;5779287575;15;2494036061;2462777778;2595833333;2184635417;3.47E+16;3140277778;324047619;33109375;2029545455;2049014085;2146341463;2846335079;0.3;0.3;0.3;0;0.089435231
3155;F;Lightning;FL;1999;May;7308589275;12;2446101695;247782516;2494560669;2559768786;2.85E+16;2.89E+16;3.66E+16;258265896;7690966921;783952381;8311453744;8256549118;159;97.9;81.3;248.8;0.81662474
1;B;Debris Burning;KY;1999;Apr;4882327824;0;1493867632;1495743119;1573345324;184886918;274663909;2099449541;1735251799;2016851441;5984766585;6065561224;6434375;6850119904;81.2;52;32.3;63.3;0.149071595
1.5;B;Debris Burning;GA;1999;Apr;4433242863;12;2012471264;1922814499;1.74E+16;2247209302;3591609195;3.26E+16;3.22E+16;3140931373;7364285714;7693849658;8279452055;72.6;3.6;3.6;3.6;0;0.136868668
6;B;Arson;AL;1999;Feb;5062640115;16;1053686441;9695416667;1193362445;1117895954;2703177966;3045208333;361441048;2.99E+16;7022874251;6910657596;6767772512;648682266;89.6;59.8;43.5;120.9;0.167182618
2;B;Arson;SC;1999;Feb;3929899524;16;1225871041;1046422018;1208648649;1343937173;3.82E+16;418646789;4544864865;4.22E+16;6644544288;665465995;6339444444;6879495991;6;3.6;0;45.2;0.117225383
10;C;Arson;KY;1999;Jan;316796938;0;4.99E+15;8976631579;7.29E+15;4076156942;3.01E+16;2734526316;2626271186;3187122736;713478803;6966504854;7157070707;6839081633;142.4;46.2;24.3;87.6;0.143845266
5;B;Arson;OK;1999;Jan;479312819;15;6269794721;8536931818;8355421687;1056170213;4702199413;4802556818;4.51E+15;4902571429;7398930481;7693207547;7798347107;6410785824;45.6;45.6;37.4;36.7;0.256652209
4;B;Debris Burning;ND;1999;Nov;1278673274;15;2.57E+16;-0.042250531;0.121491228;-479828629;2.74E+16;3007462687;2819823789;4.24E+16;7216169725;7908463252;7887793427;7529025641;4;3;0;11.6;0.286002883
1;B;Miscellaneous;SC;1999;Nov;3641548467;16;1354765292;1381395349;1029878049;958988016;2.34E+16;2.79E+16;2.67E+16;2811898017;7038488576;7327480916;6701438849;7312943633;27.9;12.1;10.5;24.9;0.107265937
1;B;Arson;MO;1999;Oct;2660974961;0;143416309;1273564815;1612932692;1120974244;3503896104;3620745921;4685024155;3978988764;6436936937;6063636364;6246067416;6262469136;58.3;0.6;0.6;99.6;0.233623374
4;B;Miscellaneous;MT;1999;Sep;9248240563;15;1061913408;8960614525;5171084337;2079166667;2212867133;2483753501;2327272727;1654166667;5704906205;5719705882;6433108108;6454166667;7.4;4.3;4.3;0;0.431720107
2;B;Debris Burning;AR;1999;Sep;6776238697;16;209245283;1932051282;2389361702;1526564885;0.885591767;1056837607;1974468085;0.920336391;6906743738;6689954338;6274468085;6966285714;18;0.3;0;134.8;0.24470599
1;B;Debris Burning;AL;1999;Aug;4345739247;16;2704203481;2658817204;2713373494;2218955975;1.85E+16;1980645161;2142771084;2.46E+16;6153991881;5.95E+16;540875;6219083969;4.6;4.6;0;52.1;0.186834206
3;B;Arson;AL;1999;Aug;1.45E+16;16;2704203481;2658817204;2713373494;2218955975;1.85E+16;1980645161;2142771084;2.46E+16;6153991881;5.95E+16;540875;6219083969;4.6;4.6;0;52.1;0.184126751
3;B;Arson;AL;1999;Aug;7.51E+15;16;2704203481;2658817204;2713373494;2218955975;1.85E+16;1980645161;2142771084;2.46E+16;6153991881;5.95E+16;540875;6219083969;4.6;4.6;0;52.1;0.189335479
5;B;Arson;KY;1999;Aug;5251506365;0;2225308776;2125143488;2118238636;1936009852;1681148429;1627152318;1.55E+16;1994177215;6893947037;6888333333;6676047904;6057085561;137.8;105.2;0;28.7;0.149480894
2;B;Equipment Use;CA;1999;Aug;5170362573;0;2458333333;2621082621;2447468354;239234375;2868599717;2398285714;2964556962;2164686998;5085693642;4387608069;4587341772;5080713128;0.5;0.5;0.5;0;0.511154392
3;B;Arson;MO;1999;Aug;4083551208;0;2489608637;2398927614;2538418079;196504065;1983940621;1868096515;1857062147;1751544715;6147928177;6034332425;5396531792;584966443;0.5;0.5;0;14.2;0.230687611
7000;G;Lightning;NV;1999;Jul;2.85E+16;0;2374554054;2308682796;2387298851;2221574074;3367702703;3397043011;3301149425;3700925926;2817567568;3076075269;3210344828;4082407407;2.5;2.5;2.5;0;0.105134564
1;B;Children;NY;1999;Jul;3925684061;9;2179898219;2205472637;2260869565;1815163399;3782188295;3464676617;3.85E+16;2934207077;6863802817;6820056497;6613609467;7026745914;117.1;17;3.8;32.2;0.073007827
1;B;Debris Burning;NY;1999;Jun;3.04E+16;15;1893961353;199929078;21.25;2176157083;317173913;2928368794;4021153846;2445862553;6818401937;6557446809;8178846154;6936705202;19.7;4.8;4.8;91.6;0.066335744
1350;F;Lightning;AZ;1999;May;9884816501;0;1200128205;1340350877;1416080402;1479392625;3.98E+16;3929573935;4.64E+16;3.57E+16;390234375;3841102757;447638191;3935729847;15.8;10.2;9.9;14.7;0.427220989
15;C;Smoking;NC;1999;Apr;3820327044;15;1694513716;1561381074;1345320197;2063624339;4642269327;4954475703;5994581281;3523412698;6322311828;6518817204;772972973;6661349693;50.8;41.8;41.8;74.6;0.100721399
1;B;Miscellaneous;FL;1999;Apr;6002314636;12;2228358209;2213624679;2246524064;2336602871;2728109453;2.84E+16;3216042781;2363157895;653696;6351197605;71775;6961035008;19.4;15.1;0.3;77.6;0.138726498
0.6;B;Debris Burning;GA;1999;Mar;22004129;12;1246367713;1421189979;1501473214;1886655405;307309417;2442588727;2149107143;3430968468;6315527066;6672835821;7019480519;6961818182;32.2;7.6;7.6;12.8;0.149330247
4;B;Debris Burning;NY;1999;Mar;2645437925;9;-1117712177;2.47E+16;8126666667;690261723;5148800738;4.54E+15;3934358974;415997819;7138045738;6805882353;5264457831;6109371293;36.1;27.5;1.6;51.2;0.074711097
1;B;Debris Burning;SC;1999;Mar;3714191998;16;1161438356;1440474138;1506454545;1826821886;2.94E+16;2.72E+16;2493636364;3.99E+16;6315903308;678490099;6700574713;6566066838;34.8;20.2;13.5;71.2;0.129728399
5;B;Arson;NC;1999;Feb;4366237353;15;9255291005;7397368421;7707602339;1050529101;3817063492;3842368421;3605263158;4113888889;5923088023;600661157;5834705882;5493797277;66.1;30;7.6;68.3;0.106457289
0.8;B;Miscellaneous;NC;1999;Feb;1956729373;0;6672316384;5.13E+16;5061349693;852991453;3285815603;3314763231;3311728395;4019252874;6114744526;6001709402;6391975309;5017087667;42.8;20.1;2.3;55.9;0.110992153
1;B;Equipment Use;SC;1999;Feb;6591999531;16;9944379391;861407767;9109836066;1131745665;3036416862;317038835;3391803279;3137225434;6414904459;6242401961;573021978;6292857143;28.3;17.7;0.9;28.7;0.132184377
15;C;Arson;KY;1999;Nov;3447959995;0;1141379704;9539111111;5444505495;512306867;3067207416;2925565611;2.83E+16;3.72E+16;6432478632;6832296651;632247191;7032185273;47.2;30.4;2;198.9;0.191790822
20;C;Debris Burning;AR;1999;Nov;4145329592;16;1489757914;1316356877;1030578512;9366482505;2572834646;2.99E+16;2823275862;3265769231;6085324948;6002834008;5430172414;6435833333;14.8;14.8;0;98.8;0.238071026
5;B;Equipment Use;FL;1999;Nov;6629795947;12;2146890547;20.52;2011170213;195495283;4.11E+15;3.27E+16;325483871;2.72E+16;7274556213;7489032258;7226811594;7855538222;17.8;1.1;0;27.5;0.127973035
5;B;Debris Burning;MO;1999;Oct;457598715;0;1451419558;1296629213;1677108434;1138935574;3.73E+16;3.72E+16;3830722892;4413924051;5809106239;5506837607;5925308642;5.77E+16;4.8;1.5;1.5;22.9;0.22896051
8;B;Debris Burning;TN;1999;Sep;6950584865;0;216784;190647482;2052808989;1544684129;212736;2308273381;1911235955;2458578053;539296;53;5412359551;6188837209;5.3;5.3;0.3;69.1;0.193192881
5;B;Arson;AL;1999;Sep;4554352391;16;2245937107;1963415233;2008571429;1660961538;2448805031;249017199;2542857143;2410641026;6206234097;6708168317;7095336788;6843848168;52.1;20.4;0.8;26.9;0.188917144
2;B;Arson;KY;1999;Aug;4478366973;0;2302028796;2198542714;2146815642;212375;1986518325;1.98E+16;1.68E+16;0.895833333;6768232044;6953369272;6687804878;61625;71.1;63.5;0.3;0;0.150229155
0.8;B;Debris Burning;AL;1999;Aug;463831248;16;2828550725;2797688312;2731637427;2325662949;2250065876;2397662338;2207017544;2593913043;647944664;6254285714;5966081871;6162925599;17.1;16.8;0;16.5;0.180845389
2;B;Arson;AL;1999;Aug;2675750852;16;2731497175;270028169;2618404908;2318300654;1.04E+16;1105352113;0.947239264;1440522876;6806489676;6593567251;6493037975;6220868114;12.4;12.4;5.3;8.2;0.175670596
4;B;Arson;AL;1999;Aug;3.51E+16;16;2731497175;270028169;2618404908;2318300654;1.04E+16;1105352113;0.947239264;1440522876;6806489676;6593567251;6493037975;6220868114;12.4;12.4;5.3;8.2;0.181009357
25;C;Debris Burning;AL;1999;Jul;268776181;16;2681597633;28265;290287234;271037234;1627218935;143775;154893617;1920345745;7839445115;7595886889;7387912088;62148;62.2;26.9;4.3;10.2;0.186564441
1;B;Arson;AL;1999;Jul;7.38E+15;16;2681597633;28265;290287234;271037234;1627218935;143775;154893617;1920345745;7839445115;7595886889;7387912088;62148;62.2;26.9;4.3;10.2;0.189325712
197.6;D;Debris Burning;KS;1999;Apr;3.02E+16;0;1320253165;1328370787;1340361446;1796801113;6.09E+15;5241011236;5073493976;5.03E+16;7026029412;7332937685;7827027027;6953295933;209.5;92.9;55.6;143.8;0.258583624
5;B;Debris Burning;NY;1999;Apr;5.86E+15;9;8782818294;9542610837;1127252747;1581847575;4076390606;3602955665;3.94E+16;2983718245;5496774194;5.63E+16;4447802198;6394408322;9.4;8.5;0;64.2;0.062086391
4;B;Arson;NY;1999;Apr;3.08E+16;9;6846895075;6.92E+16;9.63E+15;1506875;405856531;3738559322;4117714286;3500520833;6247129187;6.33E+15;4221142857;640567867;52.5;25.1;0;20.1;0.074341658
40.1;C;Arson;GA;1999;Apr;5005657438;16;1841035565;1681242604;1655759717;1989673791;2817782427;2535897436;2431095406;1.96E+16;7196951934;7581632653;8056422018;7541987578;50.4;15;13;77.2;0.164741943
11;C;Miscellaneous;FL;1999;Mar;2.96E+16;12;1489876084;1625521327;1628577982;2035581395;3573853779;3132464455;3421559633;3472203765;6991923077;7222807018;74435;7371571072;0.3;0.3;0.3;3.6;0.136038848
2.6;B;Arson;GA;1999;Jan;3.38E+16;12;1097226355;1019567308;1082741935;1184254079;3072688629;2962019231;3279569892;3.31E+16;6964654088;6385051546;6136931818;6238696255;13.8;3.6;3.3;35.2;0.151079043
3.9;B;Arson;GA;1999;Jan;2339759123;16;820325779;6607932011;7096932515;8.78E+15;2252974504;215184136;2.05E+16;2726713287;6854121306;6547865854;6556578947;6055620438;28.7;28.7;21.6;22.7;0.164545358
1;B;Equipment Use;FL;1999;Nov;3331418031;12;1783472222;1770391061;1750595238;1397142857;3625034771;3525210084;3.32E+16;302439759;7105285118;7171708683;7129341317;692003012;34.9;8.5;4.9;11.5;0.134434777
60;C;Debris Burning;CA;1999;Nov;5.90E+16;0;1180028129;9.66E+15;8766467066;670494186;1.83E+16;1978248588;1122155689;1.84E+16;7354823151;77.33;7972340426;7252132701;21.6;6.4;0;7.7;0.502962835
3;B;Miscellaneous;LA;1999;Nov;4089728888;12;1446182495;1343902439;1122289157;9.67E+15;236443203;269825784;2621084337;3.12E+16;6724267782;6801893939;6287012987;6750868878;27.2;22;10.1;102.2;0.244009659
45;C;Miscellaneous;TX;1999;Nov;2.91E+16;12;1555862978;1470933333;1128915663;997875;3.30E+16;3888617886;3564848485;4056122449;687019774;6837746479;6659872611;6766490066;2.3;2.3;2.3;67.9;0.256991453
39;C;Debris Burning;MO;1999;Nov;3242158753;0;1438388626;1162135922;7978494624;5.64E+15;4393076923;4214814815;3.58E+16;4643932039;4915968586;52;5089041096;6176807229;15.5;14;0;96.2;0.227789164
8927;G;Missing/Undefined;TX;1999;Oct;9427338154;15;1216386861;1026634845;1154461538;9676534296;5.06E+15;4581861575;5232820513;4935662651;489001218;4507159905;3724102564;4031272727;119.8;4.6;1.6;1.6;0.309404514
9000;G;Miscellaneous;SD;1999;Oct;106053195;9;8917934783;7435121951;9203664921;5119053708;4353668478;4389756098;4327748691;4.16E+16;5770435967;5530487805;5047643979;5326883117;3.4;2.8;2.8;0.6;0.186634489
6;B;Arson;AR;1999;Sep;1984444175;15;2227694407;2.01E+16;2087428571;1589093137;2.52E+16;285734072;2941420118;2532175032;5649653259;5354166667;57125;6466666667;17.1;7.4;6.6;88.9;0.209611406
2;B;Lightning;VA;1999;Jul;2.58E+16;0;2442668998;25782494;2619726776;238014944;1997086247;1.79E+16;1924043716;1.87E+16;7435722965;7253299492;6867613636;6770218228;112.1;53.1;38.4;64.9;0.109765076
15;C;Equipment Use;TX;1999;Jul;6076207005;12;2715403727;2780878553;2924698795;2996511628;3080372671;3.15E+16;3409638554;2592296512;7570776256;7446081505;7262962963;6073699851;50.5;41.1;0;0.8;0.260885574
1;B;Arson;NY;1999;Jul;2809255225;15;2172105997;2238172043;2229378531;1873220974;2461506276;210483871;2169491525;2.32E+16;6969252874;6985236769;6779289941;7222080679;96.4;39.9;17.3;55.5;0.064829186
25;C;Lightning;NY;1999;Jul;5.21E+16;15;1896054628;1926086957;1928181818;1568162084;255599393;1936120401;1.73E+16;1839652677;7394356261;7342248062;7604347826;7745167286;54.7;16.6;10.5;64.6;0.056359158
1;B;Miscellaneous;AZ;1999;Jun;2236213424;15;1576199214;1943351064;2147062147;1762170264;3353149606;3087234043;3746892655;242853717;3989632546;3719148936;3477966102;6796100629;23.9;1.1;0;88.8;0.412094381
3216;F;Lightning;UT;1999;Jun;6.06E+16;0;2292877907;2582571429;2.75E+16;3019444444;39875;3.97E+16;4179518072;4972222222;3082412791;29.36;1914457831;2343055556;21.8;1;0;0;0.386172699
3216;F;Lightning;UT;1999;Jun;6.06E+16;0;2292877907;2582571429;2.75E+16;3019444444;39875;3.97E+16;4179518072;4972222222;3082412791;29.36;1914457831;2343055556;21.8;1;0;0;0.155980085
1.5;B;Miscellaneous;SC;1999;May;2080363896;16;2126500655;2274064171;2290059524;2418267223;280406291;2.75E+16;2454166667;2930480167;6635908441;6352445652;5618452381;7478516058;23.8;4.1;0;46.6;0.127659811
10;C;Debris Burning;AR;1999;Apr;293223905;0;1552184179;1497590361;1510047847;1857178527;4964733728;4936144578;419138756;389375;6855182073;7043922652;7.82E+15;6941018388;136.6;48.8;48.8;149.4;0.233235143
3;B;Equipment Use;CA;1999;Apr;6.94E+15;15;1098548813;1267934783;1166853933;1273612991;3.91E+16;4158038147;4387570621;4557916103;7.47E+15;7345348837;7450289017;7474962293;56.6;0.3;0;0;0.498979015
4.5;B;Debris Burning;AL;1999;Jan;1.20E+16;12;1496171717;1209792627;1259109948;1463624595;3444949495;3443087558;3672774869;3795037756;7585868102;715900277;6864942529;7158181818;12.8;7.9;1;25.8;0.193452517
13.8;C;Debris Burning;GA;1999;Jan;7303527084;16;832070922;6111396011;5932098765;864979021;2.24;2116239316;2178395062;274979021;6.99E+15;6540797546;6473509934;5977988338;35.3;28.7;21.6;21.9;0.161428464
9;B;Arson;AL;1999;Jan;1.23E+16;12;13948;1722862191;1697220077;1.46E+16;4002243902;4150353357;3.65E+16;3.30E+16;7938089172;8142318059;8367272727;7382472826;67.4;27.4;2.5;10.3;0.193610143
1;B;Debris Burning;TX;1998;Jul;3358049326;12;309088;3073448276;2882474227;2943450479;339952;342137931;2971134021;2.91E+16;5659481361;5564539007;6620224719;6016722973;3.6;3.6;3.6;0.3;0.255762223
1;B;Miscellaneous;TX;1998;Jul;3398049809;12;309088;3073448276;2882474227;2943450479;339952;342137931;2971134021;2.91E+16;5659481361;5564539007;6620224719;6016722973;3.6;3.6;3.6;0.3;0.254812126
35;C;Arson;WI;1998;Mar;915140494;9;481920904;8088571429;7226190476;1190921788;4832627119;4.63E+16;4461904762;3653910615;6903138374;6804664723;5801190476;6512861272;23.5;9.2;0;50.8;0.1889388
2.1;B;Arson;GA;1998;Mar;554749089;16;125109375;1.54E+16;1302142857;1608262712;2686789773;2.70E+16;2775;2211723164;6808448541;6750628931;6817419355;7250272232;95.4;74.4;36.3;200.4;0.16430645
1;B;Smoking;AR;1998;Mar;1950251281;16;1556742557;18625;1708333333;19.44;5.38E+15;5.55E+16;5305;4.51;6194216418;5382239382;5037288136;6200948767;126.5;57.4;0;73.6;0.235833682
450;E;Lightning;SD;1998;Mar;1621224754;15;4042826552;5472160356;76367713;1039873418;4728479657;4883964365;499058296;4965316456;7332638889;7015402844;6804954955;5509656925;25.4;15.8;2.9;10.5;0.326809399
5;B;Miscellaneous;LA;1998;Mar;473933295;12;1734296978;1915135135;1766091954;2017010309;4.08E+15;4.11E+15;3682758621;3468427835;6588051209;6384457478;6215151515;7097289157;60.6;11.8;0;108.2;0.230819304
5.7;B;Debris Burning;GA;1998;Feb;2.22E+16;12;1126395722;1184635193;1098714859;1468751357;3969495166;3.83E+16;403902439;3.36E+16;7062724936;6611621622;7456603774;6956242274;122.5;69.1;51.8;99.1;0.152251081
2;B;Arson;KY;1998;Aug;3846876709;0;2238140704;22.45;2213815029;2029172853;126201005;153025;1.79E+16;1.65E+16;7440604752;6425575448;5853179191;708021327;54.9;3.4;0.3;94.8;0.142389198
2.2;B;Arson;SC;1998;Jun;5.75E+15;16;2895318878;2981156812;2914840426;2679498911;3.11E+16;2882005141;2.91E+16;2762091503;6133889602;5863753213;6194680851;7183482143;40;19;19;134.4;0.129315874
1;B;Children;NJ;1998;Jun;3.95E+16;0;2248815166;2254448399;2140853659;2405084746;1928436019;1996085409;1707317073;1701836158;7411413969;7254580153;7587671233;6551044776;42.8;16;15;41.2;0.069077927
50;C;Railroad;FL;1998;Apr;5228907464;12;1997651934;2178501362;233137931;2539917582;2955939227;3221798365;3574712644;2561348006;7179102167;7356838906;7277070064;7119208211;43.8;43.5;0.8;0.8;0.140055058
6;B;Debris Burning;AR;1998;Mar;3836212486;16;1421181001;1779480519;1510526316;1865174129;4289088575;4601818182;4.36E+16;3494520548;6698677249;6316103896;5902923977;6789399745;71.4;20.6;1.5;103.3;0.229987018
3;B;Miscellaneous;VA;1998;Oct;3.36E+16;0;9667372881;7506666667;3442307692;13;2747346072;2638222222;2480769231;5.05;6747835498;7191818182;7942574257;7166666667;28.7;26.2;19.8;0;0.116881488
3;B;Arson;VA;1998;Oct;1751935141;0;1067735849;8479553903;3770992366;1053634578;2268113208;2065055762;2100763359;2876817289;6135864979;678209607;7608928571;5.92E+16;26.4;24.9;12.7;310.5;0.127315827
1;B;Arson;SC;1998;Oct;9.29E+15;16;1798533007;1734862385;1412389381;1755745721;2.89E+16;280412844;3232743363;2.83E+16;5768316832;598853211;6617699115;6593617021;1.3;1.3;1.3;24.8;0.12312528
1;B;Arson;AR;1998;Aug;2.79E+16;16;2994250513;3091497976;3066086957;2467195767;2.81E+16;3082186235;3.42E+16;3516578483;5656784969;4888571429;4318421053;7084230769;72.2;8.6;0;262.9;0.232465682
10;C;Debris Burning;TX;1998;Aug;3958458068;12;2824407252;2883651226;2838857143;2493632075;1707531381;1.85E+16;2309142857;2512285012;6814411765;6308287293;6140350877;7885994398;47;17.5;16.5;233.4;0.248344473
3737;F;Lightning;ID;1998;Jul;677498006;9;2203517588;2117777778;2311627907;2176470588;3816582915;3.79;4.26E+16;2747058824;5172081218;55.5;4823255814;4994117647;27.3;6.5;0;5.8;0.044291012
19;C;Lightning;FL;1998;Jul;7065518647;12;2741239571;2754878049;2719897959;2837128072;2.74E+16;2447804878;224744898;2994437257;8066623545;8014058355;8171428571;786518724;207.6;43.7;39.6;64.3;0.133626773
2;B;Miscellaneous;LA;1998;Jul;6.03E+15;12;2798975672;279275;2584259259;2.70E+16;2030601793;1922;1259259259;1523740053;7179752705;7093230769;75;7397009967;29.2;29.2;0;48;0.228662759
2;B;Arson;OR;1998;Jul;5898124415;9;2217806268;2253581662;21975;2130434783;1994571429;1.97E+16;19225;2126086957;6252428571;6246418338;5939375;5556521739;3.5;1;0;0;0.520715429
48;C;Arson;OR;1998;Jul;5631406141;4;2217806268;2253581662;21975;2336619718;1994571429;1.97E+16;19225;234084507;6252428571;6246418338;5939375;5666197183;3.5;1;0;0;0.521793211
1;B;Lightning;AZ;1998;Jun;8235377763;16;2810683761;2932853026;2698757764;3164583333;4114529915;4157925072;4042236025;2577083333;3004755043;3745427729;588627451;4052083333;5.1;5.1;5.1;0;0.39232296
3;B;Equipment Use;FL;1998;Feb;3713689453;12;1.49E+16;1600113122;1520374332;1657809633;3.99E+16;3979638009;3804278075;3509288991;7461714286;7347606383;7405142857;7316846361;282.1;137.9;27.7;33.2;0.136657619
